source_node,destination_node,distance,types
7,15,16.55294535724685,0
7,16,17.46424919657298,0
7,17,18.384776310850235,0
7,18,19.313207915827967,0
7,50,50.48762224545735,0
7,52,52.46903848937962,0
7,53,53.46026561849464,0
7,683,683.0358702147348,0
7,970,970.0252574031256,0
7,1003,1003.0244264224077,0
7,1079,1079.0227059705462,0
7,1237,1237.0198058236579,0
7,1645,1645.0148935495995,0
7,1724,1724.0142110783195,0
7,2056,2056.01191630788,0
7,2059,2059.0118989457055,0
7,2511,2511.00975704994,0
7,2957,2957.008285412809,0
7,5304,5304.004619153343,0
7,5779,5779.004239486246,0
7,6570,6570.003729070479,0
7,12436,12436.001970086689,1
7,13320,13320.001839339213,1
7,13421,13421.001825497231,1
7,14762,14762.00165966662,1
7,14763,14763.001659554198,1
7,14764,14764.001659441792,1
8,50,50.635955604688654,0
8,51,51.62363799656123,0
8,1005,1005.0318402916397,0
8,2054,2054.015579298268,0
8,2175,2175.014712593917,0
8,2636,2636.0121395775095,0
8,2639,2639.0121257773712,0
8,2640,2640.0121211842948,0
8,5454,5454.005867250236,0
8,12167,12167.002630064646,1
8,15217,15217.002102911072,1
9,23,24.698178070456937,0
9,39,40.024992192379,0
9,47,47.853944456021594,0
9,48,48.83646178829912,0
9,100,100.40418317978589,0
9,125,125.32358118087753,0
9,161,161.25135658344087,0
9,164,164.24676556937126,0
9,165,165.24527224704494,0
9,178,178.22738285684386,0
9,196,196.2065238466856,0
9,207,207.1955597979841,0
9,238,238.17010727629108,0
9,242,242.1672975444868,0
9,254,254.159398803192,0
9,280,280.1446055165082,0
9,299,299.13542083812143,0
9,309,309.13104017552166,0
9,310,310.13061764359867,0
9,320,320.1265374816652,0
9,336,336.12051410171324,0
9,358,358.11311062288684,0
9,359,359.1127956506145,0
9,364,364.1112467364885,0
9,423,423.09573384755373,0
9,445,445.09100193106576,0
9,446,446.0907979324389,0
9,449,449.0901913869863,0
9,451,451.089791504973,0
9,469,469.08634599612895,0
9,471,471.0859794135249,0
9,477,477.08489810514857,0
9,554,554.0730998704051,0
9,560,560.0723167591842,0
9,565,565.0716768694039,0
9,571,571.0709237914324,0
9,616,616.0657432449884,0
9,631,631.0641805711999,0
9,632,632.0640790299667,0
9,634,634.0638769083127,0
9,635,635.0637763248665,0
9,636,636.0636760576728,0
9,639,639.0633771387623,0
9,640,640.0632781217807,0
9,641,641.0631794136987,0
9,642,642.0630810130731,0
9,646,646.062690456584,0
9,649,649.0624006981147,0
9,652,652.0621136057515,0
9,656,656.0617349000016,0
9,697,697.0581037474566,0
9,703,703.0576078814595,0
9,740,740.0547277059987,0
9,750,750.0539980561399,0
9,764,764.0530086322545,0
9,776,776.0521889666957,0
9,797,797.0508139384841,0
9,807,807.0501843132186,0
9,836,836.0484435725002,0
9,842,842.0480983886847,0
9,844,844.0479844179476,0
9,849,849.0477018401263,0
9,850,850.0476457234618,0
9,1127,1127.0359355406551,0
9,1132,1132.0357768197964,0
9,1135,1135.0356822584918,0
9,1136,1136.0356508490393,0
9,1137,1137.0356194948336,0
9,1187,1187.0341191389573,0
9,1188,1188.0340904199677,0
9,1192,1192.0339760258514,0
9,1234,1234.0328196608064,0
9,1237,1237.0327400679419,0
9,1286,1286.0314926159467,0
9,1393,1393.0290736377328,0
9,1425,1425.0284207692139,0
9,1491,1491.0271627304446,0
9,1509,1509.0268387275291,0
9,1528,1528.0265050057214,0
9,1539,1539.026315564487,0
9,1640,1640.0246949360244,0
9,1647,1647.024589980368,0
9,1656,1656.0244563411495,0
9,1739,1739.023289090747,0
9,1853,1853.0218563201029,0
9,1874,1874.0216114015334,0
9,1889,1889.0214397936304,0
9,1902,1902.0212932562033,0
9,1963,1963.0206315777732,0
9,1996,1996.0202904780301,0
9,2055,2055.0197079346954,0
9,2058,2058.0196792062025,0
9,2075,2075.0195179804937,0
9,2109,2109.019203326513,0
9,2138,2138.0189428534068,0
9,2175,2175.018620609948,0
9,2185,2185.0185353904894,0
9,2255,2255.01796001717,0
9,2291,2291.017677801723,0
9,2294,2294.01765468359,0
9,2295,2295.017646990977,0
9,2297,2297.0176316258435,0
9,2306,2306.0175628125644,0
9,2315,2315.0174945343288,0
9,2331,2331.017374452623,0
9,2340,2340.0173076283004,0
9,2362,2362.0171464237933,0
9,2364,2364.017131917618,0
9,2372,2372.017074137537,0
9,2390,2390.016945546621,0
9,2397,2397.0168960606015,0
9,2398,2398.0168890147543,0
9,2402,2402.0168608900312,0
9,2404,2404.0168468627667,0
9,2405,2405.0168398578835,0
9,2406,2406.016832858823,0
9,2408,2408.016818878141,0
9,2410,2410.0168049206627,0
9,2411,2411.0167979506073,0
9,2412,2412.016790986331,0
9,2415,2415.0167701281084,0
9,2416,2416.016763186878,0
9,2422,2422.016721659865,0
9,2428,2428.0166803380903,0
9,2439,2439.0166051095266,0
9,2447,2447.016550822654,0
9,2450,2450.016530556478,0
9,2458,2458.0164767551905,0
9,2544,2544.01591976151,0
9,2555,2555.015851222845,0
9,2560,2560.015820263617,0
9,2805,2805.0144384655136,0
9,2999,2999.013504471095,0
9,3033,3033.0133530863327,0
9,3068,3068.013200753869,0
9,3094,3094.0130898236357,0
9,3131,3131.0129351377645,0
9,3150,3150.0128571166183,0
9,3277,3277.0123588415104,0
9,3321,3321.0121950995604,0
9,3530,3530.011473069174,0
9,3545,3545.011424523199,0
9,3587,3587.011290754463,0
9,3820,3820.0106020795283,0
9,3860,3860.0104922137193,0
9,3977,3977.0101835424057,0
9,3989,3989.0101529076105,0
9,4157,4157.009742591422,0
9,4295,4295.009429558915,0
9,4388,4388.009229707704,0
9,4404,4404.009196175684,0
9,4429,4429.009144266921,0
9,4539,4539.008922661422,0
9,4621,4621.008764328412,0
9,4625,4625.008756748467,0
9,4626,4626.008754855528,0
9,4675,4675.0086630935775,0
9,4813,4813.008414702804,0
9,4832,4832.008381615247,0
9,4836,4836.008374682575,0
9,4921,4921.008230027664,0
9,4963,4963.008160380154,0
9,5155,5155.007856444062,0
9,5187,5187.007807975616,0
9,5207,5207.007777985356,0
9,5230,5230.007743780118,0
9,5273,5273.007680631615,0
9,5394,5394.007508337377,0
9,5401,5401.007498606163,0
9,5405,5405.007493056786,0
9,5424,5424.00746680902,0
9,5428,5428.007461306589,0
9,5508,5508.007352936269,0
9,5510,5510.0073502673295,0
9,5569,5569.007272396042,0
9,5611,5611.007217960069,0
9,5752,5752.007041024898,0
9,5839,5839.006936115079,0
9,6068,6068.006674353614,0
9,6477,6477.006252891841,0
9,6483,6483.00624710481,0
9,6493,6493.006237483528,0
9,6634,6634.00610491127,0
9,6927,6927.00584668441,0
9,7156,7156.005659584123,0
9,7371,7371.005494503446,0
9,7394,7394.005477412091,0
9,7396,7396.00547593091,0
9,7550,7550.005364236505,0
9,7577,7577.005345121514,0
9,7615,7615.00531844857,0
9,7770,7770.005212353464,0
9,7857,7857.005154637484,0
9,8014,8014.005053654509,0
9,8603,8603.00470765883,0
9,8708,8708.004650894485,0
9,8722,8722.004643429169,0
9,9018,9018.004491016845,1
9,9287,9287.004360933615,1
9,9300,9300.00435483769,1
9,9535,9535.00424750823,1
9,10661,10661.003798892485,1
9,10673,10673.003794621269,1
9,10686,10686.003790004943,1
9,10700,10700.00378504606,1
9,10815,10815.003744798241,1
9,11189,11189.003619625833,1
9,11203,11203.003615102514,1
9,11223,11223.003608660205,1
9,11396,11396.003553878,1
9,12162,12162.003330043945,1
9,12375,12375.00327272684,1
9,12378,12378.003271933645,1
9,12390,12390.003268764702,1
9,12468,12468.003248315264,1
9,13406,13406.003021035018,1
9,13533,13533.002992684218,1
9,14718,14718.002751732316,1
9,14822,14822.002732424522,1
9,14830,14830.002730950524,1
9,15070,15070.002687458287,1
9,15434,15434.002624076491,1
9,15435,15435.002623906483,1
9,15436,15436.002623736496,1
9,15437,15437.002623566532,1
9,15438,15438.002623396591,1
9,15439,15439.00262322667,1
9,15440,15440.002623056773,1
9,15441,15441.002622886896,1
9,15442,15442.002622717042,1
9,15443,15443.00262254721,1
9,15444,15444.0026223774,1
9,15445,15445.002622207612,1
9,15446,15446.002622037846,1
9,15447,15447.002621868101,1
9,15448,15448.002621698379,1
9,15449,15449.00262152868,1
9,15450,15450.002621359,1
9,15451,15451.002621189346,1
9,15452,15452.00262101971,1
9,15453,15453.002620850099,1
10,13,16.401219466856727,0
10,20,22.360679774997898,0
11,12,16.278820596099706,0
11,15,18.601075237738275,0
11,16,19.4164878389476,0
11,17,20.248456731316587,0
11,18,21.095023109728988,0
11,22,24.596747752497688,0
11,23,25.495097567963924,0
11,469,469.1289801323299,0
11,479,479.12628815376013,0
11,554,554.1091950148455,0
11,683,683.0885740517111,0
11,687,687.0880584029968,0
11,814,814.0743209314492,0
11,979,979.0617958024917,0
11,1095,1095.055249747701,0
11,1132,1132.0534439680841,0
11,1237,1237.0489076831198,0
11,1635,1635.0370026393898,0
11,1637,1637.0369574325437,0
11,1646,1646.0367553611918,0
11,1648,1648.0367107561651,0
11,2055,2055.0294401784126,0
11,2056,2056.0294258594645,0
11,2059,2059.029382986071,0
11,2234,2234.0270813040743,0
11,2291,2291.0264075300397,0
11,2511,2511.0240938708653,0
11,8904,8904.00679469642,0
11,15626,15626.00387175173,1
12,15,19.209372712298546,0
12,16,20.0,0
12,17,20.808652046684813,0
12,53,54.3415126767741,0
12,979,979.0735416709002,0
12,1132,1132.0636024535017,0
12,1237,1237.0582039661674,0
12,2055,2055.03503619768,0
12,2056,2056.0350191570183,0
12,2059,2059.034968134344,0
12,15627,15627.004607409572,1
12,15628,15628.004607114755,1
12,15629,15629.004606819975,1
13,999,999.084581004031,0
13,1008,1008.0838258795743,0
13,2636,2636.032055950762,0
13,2855,2855.029597044486,0
13,2882,2882.0293197675833,0
13,2909,2909.0290476377163,0
13,3126,3126.0270312330954,0
13,3190,3190.0264889182345,0
13,3193,3193.026464030638,0
13,3197,3197.026430919832,0
13,3200,3200.0264061410494,0
13,3208,3208.026340290865,0
13,3212,3212.026307488779,0
13,3222,3222.026225839883,0
13,3224,3224.0262095708836,0
13,3366,3366.025103887373,0
13,3802,3802.022225079701,0
13,3854,3854.0219252100787,0
13,5890,5890.014346332274,0
13,7746,7746.010908848502,0
13,8210,8210.01029231998,0
13,10086,10086.008377946153,1
13,12962,12962.006519054063,1
13,13545,13545.006238462942,1
13,13549,13549.006236621193,1
13,15002,15002.005632581266,1
13,15416,15416.005481317137,1
13,15529,15529.005441431205,1
13,16259,16259.005197120763,1
13,16262,16262.005196162003,1
13,16263,16263.005195842496,1
13,16591,16591.005093121996,1
13,16592,16592.005092815034,1
13,16594,16594.00509220122,1
13,20704,20704.004081336538,1
13,20727,20727.00407680763,1
13,20728,20728.004076610945,1
13,20729,20729.004076414283,1
13,20730,20730.00407621764,1
13,20731,20731.004076021018,1
13,20732,20732.00407582441,1
14,21,25.238858928247925,0
14,93,94.04786015641186,0
14,113,113.86395390991831,0
14,118,118.82760622010359,0
14,122,122.80065146407001,0
14,129,129.75746606650424,0
14,132,132.74034804836094,0
14,133,133.73481222179961,0
14,160,160.61133210331082,0
14,429,429.22837744026197,0
14,433,433.22626882496405,0
14,584,584.167784116858,0
14,818,818.1197956289775,0
14,1103,1103.0888450165744,0
14,1898,1898.0516325959102,0
14,1899,1899.0516054072887,0
14,1902,1902.0515240129537,0
14,1904,1904.0514698925551,0
14,1917,1917.0511208624564,0
14,1928,1928.0508292054958,0
14,1949,1949.0502815474001,0
14,2280,2280.042982050996,0
14,3178,3178.0308368547967,0
14,3371,3371.0290713667837,0
14,3374,3374.0290455181325,0
14,3588,3588.027313162485,0
14,3607,3607.0271692905226,0
14,3626,3626.0270269263024,0
14,3629,3629.027004584011,0
14,3651,3651.026841862437,0
14,3663,3663.0267539290508,0
14,3666,3666.0267320356515,0
14,3673,3673.0266810901335,0
14,3690,3690.0265581700087,0
14,3691,3691.026550974674,0
14,3703,3703.0264649337846,0
14,3717,3717.026365254893,0
14,3724,3724.0263156964934,0
14,3732,3732.026259285966,0
14,3736,3736.0262311712963,0
14,3846,3846.025480934831,0
14,3943,3943.024854093618,0
14,4374,4374.022405063787,0
14,4943,4943.0198259768285,0
14,5013,5013.019549134035,0
14,5030,5030.019483063659,0
14,5036,5036.019459851203,0
14,5043,5043.019432839814,0
14,5053,5053.019394381938,0
14,5055,5055.019386708621,0
14,5058,5058.019375210024,0
14,5120,5120.019140589223,0
14,5135,5135.01908467729,0
14,5157,5157.019003261477,0
14,5168,5168.018962813508,0
14,5170,5170.018955477823,0
14,5410,5410.018114572261,0
14,5516,5516.01776646885,0
14,6261,6261.015652432119,0
14,6264,6264.015644935763,0
14,7055,7055.013890843873,0
14,7065,7065.013871182419,0
14,7108,7108.013787268565,0
14,7111,7111.013781451981,0
14,7511,7511.013047518956,0
14,7540,7540.012997336278,0
14,7576,7576.012935575018,0
14,7580,7580.012928748869,0
14,7632,7632.012840660058,0
14,7743,7743.012656582708,0
14,7765,7765.012620723806,0
14,7898,7898.012408194862,0
14,8066,8066.012149755293,0
14,8114,8114.012077881078,0
14,8117,8117.012073417163,0
14,8118,8118.012071929926,0
14,8123,8123.012064499228,0
14,8127,8127.012058561252,0
14,8129,8129.012055594456,0
14,8130,8130.012054111605,0
14,8136,8136.012045222155,0
14,8410,8410.01165278622,0
14,8432,8432.011622382883,0
14,8444,8444.011605866017,0
14,8449,8449.011598997839,0
14,8603,8603.01139136756,0
14,8614,8614.011376820907,0
14,8615,8615.011375500324,0
14,8630,8630.011355728335,0
14,8634,8634.011350467406,0
14,8645,8645.011336024956,0
14,8653,8653.01132554442,0
14,8688,8688.011279919012,0
14,8695,8695.01127083801,0
14,8703,8703.011260477606,0
14,8708,8708.01125401202,0
14,9231,9231.010616395151,1
14,9319,9319.010516143868,1
14,9337,9337.01049587072,1
14,9803,9803.009996934616,1
14,9833,9833.009966434489,1
14,9857,9857.00994216806,1
14,9858,9858.009941159524,1
14,9879,9879.00992002741,1
14,9897,9897.009901985548,1
14,9900,9900.00989898495,1
14,9904,9904.009894986979,1
14,9909,9909.009889994055,1
14,10117,10117.009686661371,1
14,10131,10131.009673275414,1
14,10519,10519.009316470825,1
14,10814,10814.009062322817,1
14,10829,10829.009049769975,1
14,10882,10882.009005693755,1
14,10884,10884.009004038908,1
14,10916,10916.008977643798,1
14,10936,10936.008961225298,1
14,10942,10942.00895631145,1
14,10947,10947.008952220693,1
14,11028,11028.008886467222,1
14,11035,11035.008880830137,1
14,11259,11259.008704144428,1
14,11265,11265.008699508402,1
14,11267,11267.008697964158,1
14,11268,11268.008697192241,1
14,11273,11273.008693334712,1
14,11314,11314.00866183158,1
14,11315,11315.008661066062,1
14,11316,11316.00866030068,1
14,11318,11318.008658770323,1
14,11320,11320.008657240505,1
14,11324,11324.008654182493,1
14,11325,11325.008653418328,1
14,11549,11549.00848558005,1
14,11550,11550.008484845368,1
14,11680,11680.008390407946,1
14,11784,11784.008316358233,1
14,11795,11795.008308602415,1
14,11800,11800.008305081823,1
14,11820,11820.00829102924,1
14,11832,11832.008282620494,1
14,11990,11990.008173475113,1
14,12316,12316.007957126367,1
14,12321,12321.007953897279,1
14,12331,12331.007947446957,1
14,12334,12334.007945513898,1
14,12968,12968.007557061339,1
14,12969,12969.007556478637,1
14,12970,12970.007555896025,1
14,12971,12971.007555313503,1
14,12972,12972.007554731072,1
14,12975,12975.007552984314,1
14,12976,12976.007552402241,1
14,12980,12980.007550074846,1
14,12991,12991.007543681899,1
14,12992,12992.00754310126,1
14,12993,12993.007542520707,1
14,12995,12995.007541359873,1
14,12997,12997.007540199398,1
14,13005,13005.007535561062,1
14,13007,13007.00753440237,1
14,13008,13008.007533823156,1
14,13009,13009.007533244034,1
14,13010,13010.007532664999,1
14,13011,13011.007532086052,1
14,13013,13013.00753092843,1
14,13024,13024.00752456785,1
14,13054,13054.007507275304,1
14,13423,13423.007300899453,1
14,13468,13468.00727650531,1
14,13496,13496.007261408835,1
14,13499,13499.00725979507,1
14,14095,14095.006952818434,1
14,14259,14259.006872850578,1
14,14665,14665.006682576042,1
14,14685,14685.00667347482,1
14,14916,14916.006570124593,1
14,14959,14959.00655123862,1
14,14960,14960.006550800705,1
14,15299,15299.006405646087,1
14,15344,15344.006386859985,1
14,15348,15348.00638519544,1
14,15403,15403.006362395621,1
14,15426,15426.006352909362,1
14,16061,16061.006101735968,1
14,16165,16165.006062479531,1
14,16535,16535.00592682083,1
14,16541,16541.005924670964,1
14,16561,16561.005917516002,1
14,16577,16577.00591180446,1
14,16583,16583.005909665473,1
14,16584,16584.005909309126,1
14,17009,17009.00576165462,1
14,17056,17056.005745777642,1
14,17097,17097.005731998805,1
14,17239,17239.005684783562,1
14,17243,17243.005683464817,1
14,17244,17244.005683135227,1
14,17398,17398.00563283045,1
14,17404,17404.00563088854,1
14,17765,17765.0055164641,1
14,17887,17887.005478838542,1
14,17913,17913.00547088623,1
14,18007,18007.00544232716,1
14,18868,18868.005193978508,1
14,19062,19062.005141117763,1
14,19104,19104.005129815057,1
14,19422,19422.00504582367,1
14,19495,19495.005026929335,1
14,19512,19512.00502254958,1
14,19531,19531.00501766358,1
14,19574,19574.005006640822,1
14,19704,19704.004973608793,1
14,19769,19769.00495725569,1
14,19784,19784.004953497155,1
14,20025,20025.004893882047,1
14,20027,20027.00489339332,1
14,20380,20380.00480863535,1
14,20763,20763.00471993396,1
14,20785,20785.004714938124,1
14,20795,20795.00471267078,1
14,20797,20797.004712217575,1
14,20800,20800.004711537928,1
14,21937,21937.004467337832,1
14,22149,22149.004424578547,1
14,22245,22245.00440548394,1
14,22283,22283.004397971115,1
14,22288,22288.004396984492,1
14,22289,22289.00439678722,1
14,22311,22311.00439245172,1
14,22312,22312.004392254858,1
14,22313,22313.00439205801,1
14,22324,22324.004389893853,1
14,22331,22331.004388517773,1
14,22338,22338.004387142555,1
14,22339,22339.004386946166,1
14,22345,22345.0043857682,1
14,22663,22663.004324228506,1
14,22666,22666.004323656165,1
14,22669,22669.004323083976,1
14,22677,22677.004321558878,1
14,22679,22679.00432117777,1
14,22682,22682.004320606236,1
14,22683,22683.00432041576,1
14,23066,23066.004248677316,1
14,23104,23104.004241689363,1
14,23390,23390.004189824336,1
14,23397,23397.00418857081,1
14,23597,23597.004153069942,1
14,23961,23961.0040899792,1
14,24369,24369.0040215024,1
14,24536,24536.003994130748,1
14,24546,24546.003992503545,1
14,24971,24971.003924552173,1
14,24976,24976.003923766508,1
14,24991,24991.0039214114,1
14,25208,25208.003887654413,1
14,25380,25380.00386130782,1
14,25542,25542.0038368175,1
14,25543,25543.003836667292,1
14,25548,25548.003835916417,1
14,25550,25550.00383561615,1
14,25552,25552.00383531593,1
14,25556,25556.00383471563,1
14,25672,25672.00381738831,1
14,25734,25734.003808191217,1
14,25735,25735.00380804324,1
14,25736,25736.003807895275,1
14,25741,25741.00380715562,1
14,25753,25753.003805381617,1
14,25754,25754.003805233857,1
14,25761,25761.003804199867,1
14,25763,25763.003803904543,1
14,25988,25988.003770970943,1
14,26138,26138.003749330208,1
14,26767,26767.003661224393,1
14,26853,26853.003649498878,1
14,26928,26928.003639334274,1
14,26929,26929.00363919913,1
14,26930,26930.003639063994,1
14,26931,26931.00363892887,1
14,26932,26932.003638793754,1
14,26933,26933.003638658647,1
14,26934,26934.003638523554,1
14,26935,26935.00363838847,1
14,26936,26936.00363825339,1
14,26937,26937.003638118327,1
14,26938,26938.00363798327,1
14,26939,26939.003637848225,1
14,26940,26940.00363771319,1
14,26941,26941.003637578167,1
14,26942,26942.00363744315,1
14,26943,26943.003637308146,1
14,26944,26944.00363717315,1
14,26945,26945.003637038168,1
14,26946,26946.00363690319,1
14,26947,26947.003636768226,1
14,26948,26948.00363663327,1
14,26949,26949.003636498324,1
14,26950,26950.00363636339,1
14,26951,26951.003636228466,1
14,26952,26952.003636093552,1
14,26953,26953.003635958645,1
14,26954,26954.003635823752,1
14,26955,26955.003635688867,1
14,26956,26956.003635553992,1
14,26957,26957.003635419125,1
14,26958,26958.003635284273,1
15,16,21.93171219946131,0
15,17,22.67156809750927,0
15,18,23.430749027719962,0
15,19,24.20743687382041,0
15,22,26.627053911388696,0
15,27,30.886890422961002,0
15,53,55.08175741568164,0
15,56,57.97413216254298,0
15,71,72.56721022610694,0
15,87,88.28363381737297,0
15,90,91.2414379544733,0
15,94,95.1892851112981,0
15,98,99.14131328563285,0
15,99,100.12991560967181,0
15,100,101.11874208078342,0
15,113,113.99122773266372,0
15,123,123.9112585683803,0
15,128,128.87590930814028,0
15,151,151.74320413119,0
15,309,309.3638634359223,0
15,320,320.3513695928269,0
15,336,336.3346547711074,0
15,451,451.2493767308715,0
15,469,469.239810757783,0
15,471,471.2387929701883,0
15,509,509.22097364503753,0
15,511,511.22010915064754,0
15,513,513.2192513926187,0
15,515,515.2184002925361,0
15,517,517.2175557731969,0
15,518,518.2171359575058,0
15,519,519.2167177585868,0
15,521,521.2158861738579,0
15,525,525.2142420003479,0
15,532,532.2114241539729,0
15,536,536.2098469815712,0
15,539,539.2086794553663,0
15,541,541.2079082940307,0
15,542,542.2075248463451,0
15,574,574.1959595817442,0
15,583,583.1929354853332,0
15,738,738.1524232839719,0
15,778,778.1445881068634,0
15,780,780.1442174367506,0
15,788,788.1427535668903,0
15,789,789.1425726698567,0
15,814,814.1381946573936,0
15,1103,1103.1019898450006,0
15,1189,1189.094613561091,0
15,1192,1192.0943754585876,0
15,1194,1194.094217388226,0
15,1204,1204.0934349127563,0
15,1207,1207.0932026981181,0
15,1209,1209.0930485285242,0
15,1214,1214.0926653266629,0
15,1216,1216.09251292819,0
15,1219,1219.0922852680185,0
15,1450,1450.0775841312768,0
15,1635,1635.0688058916664,0
15,1637,1637.068721831799,0
15,1642,1642.0685125779619,0
15,1646,1646.0683460901616,0
15,1648,1648.068263149315,0
15,1749,1749.064321287242,0
15,1897,1897.0593032375134,0
15,1902,1902.0591473453185,0
15,1904,1904.059085217683,0
15,1908,1908.0589613531338,0
15,1909,1909.0589304680984,0
15,1919,1919.0586233880401,0
15,1922,1922.0585318871015,0
15,1925,1925.0584406713476,0
15,1926,1926.0584103292404,0
15,1927,1927.0583800186232,0
15,1937,1937.0580786336789,0
15,1940,1940.0579888240454,0
15,1948,1948.0577506839986,0
15,1964,1964.0572802237718,0
15,1966,1966.057221954641,0
15,1968,1968.0571638039378,0
15,1969,1969.0571347728842,0
15,1971,1971.0570767991474,0
15,1973,1973.0570189429397,0
15,1974,1974.0569900587977,0
15,1975,1975.0569612039042,0
15,1980,1980.056817366613,0
15,1983,1983.056731412392,0
15,1986,1986.0566457178406,0
15,1987,1987.0566172104911,0
15,1989,1989.0565602817835,0
15,1993,1993.0564467671256,0
15,1995,1995.056390180488,0
15,1998,1998.0563055129353,0
15,2054,2054.0547704479545,0
15,2056,2056.0547171707276,0
15,2059,2059.0546374489436,0
15,2234,2234.0503575344937,0
15,2297,2297.048976404291,0
15,2299,2299.048933798496,0
15,2300,2300.048912523384,0
15,2302,2302.04887002861,0
15,2315,2315.048595602261,0
15,2321,2321.0484699807544,0
15,2323,2323.04842825112,0
15,2330,2330.0482827615397,0
15,2333,2333.048220676118,0
15,2354,2354.047790508935,0
15,2368,2368.047507969382,0
